client_zip,age,ethnicity,race,male,loc2,st_id,year
10002,33,Hispanic,Black,1,morgan ave l station,116,2016
11237,31,Non-Hispanic,White,0,morgan ave l station,116,2016
10000,50,Non-Hispanic,Black,1,morgan ave l station,116,2016
11237,37,Non-Hispanic,White,1,morgan ave l station,116,2016
11105,32,Non-Hispanic,White,1,morgan ave l station,116,2016
11237,48,Non-Hispanic,Other,1,morgan ave l station,116,2016
11212,62,Non-Hispanic,Black,1,morgan ave l station,116,2016
11236,26,Non-Hispanic,White,1,morgan ave l station,116,2016
10467,20,Non-Hispanic,Black,1,morgan ave l station,116,2016
11221,25,Non-Hispanic,White,1,morgan ave l station,116,2016
11237,24,Non-Hispanic,White,1,morgan ave l station,116,2016
10467,57,Non-Hispanic,Black,1,morgan ave l station,116,2016
10003,57,Non-Hispanic,Black,1,morgan ave l station,116,2016
11237,24,Hispanic,White,1,morgan ave l station,116,2016
11211,30,Non-Hispanic,Black,1,montrose av l subway,115,2016
11208,21,Non-Hispanic,Black,1,utica ave and fulton st,150,2016
10473,18,Non-Hispanic,Black,0,utica ave and fulton st,150,2016
11233,25,Non-Hispanic,Black,1,junius st 3 line,101,2016
10030,27,Non-Hispanic,Black,1,shepherd ave c line,144,2016
11216,23,Hispanic,Other,1,graham ave l line,88,2016
10027,22,Hispanic,Black,1,metropolitan and lorimer g l station,113,2016
11232,18,Non-Hispanic,Black,1,mcdonald avenue & avenue i,29,2016
11230,22,Non-Hispanic,White,1,mcdonald avenue & avenue i,29,2016
,17,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11206,18,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
10038,45,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11236,38,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11238,34,Non-Hispanic,Black,1,kosciuszko st j subway,108,2016
10031,23,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11206,50,Hispanic,Black,1,marcy ave j m z line,114,2016
11211,20,Hispanic,White,1,kosciuszko st j subway,108,2016
11211,43,Non-Hispanic,White,1,marcy ave j m z line,114,2016
,20,Hispanic,White,1,marcy ave j m z line,114,2016
11208,19,Hispanic,White,1,marcy ave j m z line,114,2016
11205,22,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11211,20,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
10039,27,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11207,28,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11416,25,Hispanic,Other,1,marcy ave j m z line,114,2016
11211,26,Hispanic,White,1,marcy ave j m z line,114,2016
19111,30,Hispanic,White,1,marcy ave j m z line,114,2016
11236,27,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
10002,27,Non-Hispanic,White,1,marcy ave j m z line,114,2016
11221,21,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11236,51,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11211,35,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11215,23,Hispanic,White,1,marcy ave j m z line,114,2016
11249,24,Non-Hispanic,White,1,marcy ave j m z line,114,2016
11249,17,Hispanic,White,1,marcy ave j m z line,114,2016
11207,23,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11211,55,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
10304,33,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11211,29,Non-Hispanic,White,1,marcy ave j m z line,114,2016
10033,45,Hispanic,Black,1,marcy ave j m z line,114,2016
10469,37,Hispanic,Black,1,marcy ave j m z line,114,2016
11233,34,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
,21,0,0,0,marcy ave j m z line,114,2016
11299,22,Hispanic,White,0,marcy ave j m z line,114,2016
11212,21,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11206,26,Hispanic,White,1,marcy ave j m z line,114,2016
10033,23,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11233,29,Non-Hispanic,White,1,marcy ave j m z line,114,2016
10002,21,Hispanic,Black,1,marcy ave j m z line,114,2016
11206,22,Hispanic,White,1,marcy ave j m z line,114,2016
11206,29,Hispanic,White,1,marcy ave j m z line,114,2016
11694,22,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11203,20,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11241,20,Non-Hispanic,White,1,marcy ave j m z line,114,2016
11432,50,Hispanic,Black,0,marcy ave j m z line,114,2016
11233,25,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
10472,21,Hispanic,Other,1,marcy ave j m z line,114,2016
10032,38,Hispanic,White,1,marcy ave j m z line,114,2016
11206,42,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
11208,23,Non-Hispanic,White,1,marcy ave j m z line,114,2016
7666,24,Non-Hispanic,White,1,marcy ave j m z line,114,2016
11236,22,Non-Hispanic,Black,1,marcy ave j m z line,114,2016
,54,Non-Hispanic,Black,1,nassau ave g line,120,2016
11412,45,Non-Hispanic,Black,1,livonia ave l line,111,2016
11206,20,Non-Hispanic,Black,0,broadway and lorimer st j m station,112,2016
11200,19,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
10455,59,Hispanic,White,1,broadway and lorimer st j m station,112,2016
,55,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
10009,52,Hispanic,White,1,broadway and lorimer st j m station,112,2016
10002,32,Hispanic,White,1,metropolitan and lorimer g l station,113,2016
11216,17,Non-Hispanic,Black,1,metropolitan and lorimer g l station,113,2016
11222,29,Non-Hispanic,White,1,metropolitan and lorimer g l station,113,2016
11205,24,Hispanic,White,1,metropolitan and lorimer g l station,113,2016
10468,17,Hispanic,White,1,metropolitan and lorimer g l station,113,2016
11206,19,Hispanic,0,1,broadway and lorimer st j m station,112,2016
11207,43,Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11206,21,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
10002,19,Hispanic,White,0,broadway and lorimer st j m station,112,2016
10003,0,Non-Hispanic,Black,1,metropolitan and lorimer g l station,113,2016
11211,29,Non-Hispanic,White,1,metropolitan and lorimer g l station,113,2016
11216,31,Non-Hispanic,White,1,metropolitan and lorimer g l station,113,2016
11228,16,Non-Hispanic,White,1,broadway and lorimer st j m station,112,2016
11221,23,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11211,26,Non-Hispanic,White,0,metropolitan and lorimer g l station,113,2016
10009,25,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11206,33,Hispanic,White,1,broadway and lorimer st j m station,112,2016
11212,34,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11237,35,Hispanic,White,1,metropolitan and lorimer g l station,113,2016
11221,24,Hispanic,White,0,broadway and lorimer st j m station,112,2016
11207,24,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11435,41,Hispanic,Other,1,metropolitan and lorimer g l station,113,2016
11385,18,Hispanic,White,1,metropolitan and lorimer g l station,113,2016
,36,Non-Hispanic,Other,1,broadway and lorimer st j m station,112,2016
11237,32,Non-Hispanic,White,1,broadway and lorimer st j m station,112,2016
11221,49,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11385,17,Hispanic,Black,1,broadway and lorimer st j m station,112,2016
10467,21,Hispanic,White,0,broadway and lorimer st j m station,112,2016
10027,47,Non-Hispanic,Black,1,metropolitan and lorimer g l station,113,2016
11211,25,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
10475,36,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
10012,44,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11212,18,Non-Hispanic,Black,1,metropolitan and lorimer g l station,113,2016
11236,20,Non-Hispanic,Black,1,livonia ave l line,111,2016
11237,18,Hispanic,White,1,livonia ave l line,111,2016
10003,46,Hispanic,White,1,livonia ave l line,111,2016
11212,60,Non-Hispanic,Black,1,livonia ave l line,111,2016
11212,53,Non-Hispanic,Black,1,livonia ave l line,111,2016
11216,56,Non-Hispanic,Black,1,livonia ave l line,111,2016
11231,18,Non-Hispanic,White,0,livonia ave l line,111,2016
11213,16,Non-Hispanic,Black,0,livonia ave l line,111,2016
11208,19,Hispanic,White,1,livonia ave l line,111,2016
11236,39,Non-Hispanic,Black,1,livonia ave l line,111,2016
11212,29,Non-Hispanic,Black,1,livonia ave l line,111,2016
11212,34,Non-Hispanic,Black,1,rockaway ave 3 line,140,2016
10459,22,Non-Hispanic,Black,1,livonia ave l line,111,2016
11234,27,Non-Hispanic,Black,1,livonia ave l line,111,2016
11208,49,Non-Hispanic,Black,1,livonia ave l line,111,2016
11212,50,Non-Hispanic,Black,1,livonia ave l line,111,2016
11207,27,Non-Hispanic,Black,0,livonia ave l line,111,2016
11212,31,Non-Hispanic,Black,1,livonia ave l line,111,2016
11213,27,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11207,29,Non-Hispanic,Black,1,livonia ave l line,111,2016
11207,19,Non-Hispanic,Black,1,livonia ave l line,111,2016
11207,54,Non-Hispanic,Black,1,livonia ave l line,111,2016
11206,29,Hispanic,Black,1,livonia ave l line,111,2016
11200,38,Non-Hispanic,Black,1,livonia ave l line,111,2016
11208,59,Non-Hispanic,Black,1,livonia ave l line,111,2016
10009,28,Hispanic,White,1,livonia ave l line,111,2016
11212,25,Non-Hispanic,Black,0,livonia ave l line,111,2016
11236,18,Non-Hispanic,Black,0,livonia ave l line,111,2016
11208,18,Non-Hispanic,Black,1,livonia ave l line,111,2016
10035,16,Non-Hispanic,Black,1,livonia ave l line,111,2016
11214,22,Hispanic,White,1,livonia ave l line,111,2016
11205,26,Non-Hispanic,Black,1,livonia ave l line,111,2016
11412,25,Non-Hispanic,Black,1,livonia ave l line,111,2016
11216,21,Non-Hispanic,Black,1,graham ave l line,88,2016
11213,20,Non-Hispanic,Black,0,van siclen av 3 line,151,2016
11212,20,Non-Hispanic,Black,0,junius st 3 line,101,2016
11212,18,Non-Hispanic,Black,1,rockaway ave 3 line,140,2016
,17,Non-Hispanic,Black,1,broadway junction station,52,2016
11207,48,Non-Hispanic,Black,1,liberty av c line station,110,2016
11205,25,Non-Hispanic,Black,1,liberty av c line station,110,2016
11207,17,Hispanic,White,1,jay st - metrotech,99,2016
11207,23,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11221,22,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11207,23,Non-Hispanic,Black,1,sutter avenue station l line,147,2016
11221,39,0,0,0,morgan ave l station,116,2016
11207,19,Non-Hispanic,Black,0,halsey st and wyckoff ave station,94,2016
11221,29,Non-Hispanic,Black,1,kosciuszko st j subway,108,2016
11221,18,Hispanic,White,1,kosciuszko st j subway,108,2016
11368,21,Hispanic,White,1,kosciuszko st j subway,108,2016
11205,57,Non-Hispanic,Black,1,kosciuszko st j subway,108,2016
11692,18,Non-Hispanic,Black,1,kosciuszko st j subway,108,2016
11221,22,Non-Hispanic,Black,0,kosciuszko st j subway,108,2016
11208,21,Hispanic,White,1,kosciuszko st j subway,108,2016
11221,18,Hispanic,White,1,kosciuszko st j subway,108,2016
11233,22,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11221,54,Hispanic,Black,1,kingston - throop avs,106,2016
11207,31,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11216,19,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11213,51,Hispanic,White,1,kingston - throop avs,106,2016
11206,34,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11434,58,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11216,23,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11207,23,Hispanic,White,1,kingston - throop avs,106,2016
11213,19,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11233,18,Non-Hispanic,Black,0,kingston - throop avs,106,2016
11226,32,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11221,28,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11216,19,Hispanic,Black,1,kingston - throop avs,106,2016
11400,33,Hispanic,White,1,kingston - throop avs,106,2016
11213,45,Hispanic,White,1,kingston - throop avs,106,2016
11233,16,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11213,33,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11216,41,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11213,21,Non-Hispanic,Black,0,kingston - throop avs,106,2016
11213,49,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11412,24,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11213,21,Non-Hispanic,Black,1,eastern parkway and kingston ave station,105,2016
11208,16,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11206,52,Hispanic,White,1,kingston - throop avs,106,2016
11206,27,Non-Hispanic,Black,1,eastern parkway and kingston ave station,105,2016
11225,27,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11233,23,Non-Hispanic,Black,1,eastern parkway and kingston ave station,105,2016
11203,29,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11216,46,Non-Hispanic,Black,0,kingston - throop avs,106,2016
11200,37,Hispanic,White,1,kingston - throop avs,106,2016
11201,52,Non-Hispanic,Black,1,kingston - throop avs,106,2016
,22,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11213,21,Non-Hispanic,Black,1,eastern parkway and kingston ave station,105,2016
10303,43,Non-Hispanic,Black,0,kingston - throop avs,106,2016
11233,48,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11221,39,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11216,49,Non-Hispanic,Black,0,kingston - throop avs,106,2016
11213,51,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11221,47,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11216,52,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11212,18,Hispanic,Black,1,kingston - throop avs,106,2016
11021,44,Non-Hispanic,White,1,kings highway b q line,102,2016
11434,23,Non-Hispanic,Black,1,kings highway b q line,102,2016
11229,18,Hispanic,White,0,kings highway b q line,102,2016
11235,24,Hispanic,White,1,kings highway b q line,102,2016
11218,33,Hispanic,White,1,kings highway b q line,102,2016
11219,31,Hispanic,White,1,kings highway b q line,102,2016
11208,21,Hispanic,Black,1,kings highway b q line,102,2016
11229,49,Non-Hispanic,White,1,kings highway b q line,102,2016
11236,17,Non-Hispanic,Black,1,kings highway b q line,102,2016
11233,37,Non-Hispanic,Black,1,junius st 3 line,101,2016
11216,26,Non-Hispanic,Black,1,junius st 3 line,101,2016
11213,20,Non-Hispanic,Black,1,junius st 3 line,101,2016
11211,23,Non-Hispanic,Black,0,junius st 3 line,101,2016
11233,16,Non-Hispanic,Black,0,junius st 3 line,101,2016
11212,18,Non-Hispanic,Black,1,junius st 3 line,101,2016
11207,19,Non-Hispanic,Black,1,junius st 3 line,101,2016
11233,16,Non-Hispanic,Black,0,junius st 3 line,101,2016
11207,25,Hispanic,Black,1,junius st 3 line,101,2016
11315,18,Hispanic,White,1,junius st 3 line,101,2016
10473,20,Non-Hispanic,Black,1,junius st 3 line,101,2016
11212,16,Non-Hispanic,Black,1,junius st 3 line,101,2016
11226,22,Hispanic,Black,1,junius st 3 line,101,2016
11236,25,Hispanic,White,1,junius st 3 line,101,2016
11212,17,Non-Hispanic,Black,1,junius st 3 line,101,2016
10472,16,Non-Hispanic,Black,1,junius st 3 line,101,2016
11230,17,Hispanic,Black,0,junius st 3 line,101,2016
11212,19,Non-Hispanic,Black,1,junius st 3 line,101,2016
11226,17,Non-Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11746,50,Non-Hispanic,Black,1,jefferson st l line station,100,2016
11200,22,Non-Hispanic,Black,0,jefferson st l line station,100,2016
11378,0,Non-Hispanic,White,1,jefferson st l line station,100,2016
,56,Non-Hispanic,Black,1,jefferson st l line station,100,2016
10030,26,Non-Hispanic,Black,1,jefferson st l line station,100,2016
11237,18,Hispanic,White,1,jefferson st l line station,100,2016
11237,23,Non-Hispanic,Black,1,jefferson st l line station,100,2016
10000,23,Hispanic,Black,1,jefferson st l line station,100,2016
10462,21,Non-Hispanic,White,1,jefferson st l line station,100,2016
11221,22,Non-Hispanic,Black,1,jefferson st l line station,100,2016
11368,33,Hispanic,White,0,jefferson st l line station,100,2016
,42,Hispanic,White,1,jefferson st l line station,100,2016
10028,22,Non-Hispanic,White,1,jefferson st l line station,100,2016
10466,19,Hispanic,Black,1,jefferson st l line station,100,2016
11212,37,Non-Hispanic,Black,1,jefferson st l line station,100,2016
11216,21,Non-Hispanic,Black,1,jay st - metrotech,99,2016
,23,Hispanic,White,1,jay st - metrotech,99,2016
11212,17,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11205,17,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11205,37,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11224,16,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11233,17,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11232,0,Hispanic,White,1,jay st - metrotech,99,2016
10301,33,Non-Hispanic,Black,0,jay st - metrotech,99,2016
11201,34,Hispanic,White,0,jay st - metrotech,99,2016
11207,29,Hispanic,White,1,jay st - metrotech,99,2016
11206,17,Hispanic,Black,1,jay st - metrotech,99,2016
10032,56,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11239,38,0,0,0,jay st - metrotech,99,2016
10456,28,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11691,45,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11235,22,Non-Hispanic,White,1,jay st - metrotech,99,2016
11218,37,Hispanic,White,1,jay st - metrotech,99,2016
11221,61,Non-Hispanic,Black,1,jay st - metrotech,99,2016
,31,Non-Hispanic,White,1,jay st - metrotech,99,2016
11231,18,Non-Hispanic,White,0,jay st - metrotech,99,2016
11385,28,Hispanic,White,0,jay st - metrotech,99,2016
11224,18,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11201,31,Non-Hispanic,Black,0,jay st - metrotech,99,2016
11219,21,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10453,16,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11691,17,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11218,31,Hispanic,White,1,jay st - metrotech,99,2016
11413,30,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11205,44,0,0,0,jay st - metrotech,99,2016
11209,52,Non-Hispanic,White,1,jay st - metrotech,99,2016
11221,24,Hispanic,White,0,jay st - metrotech,99,2016
11691,26,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10451,24,Non-Hispanic,Black,0,jay st - metrotech,99,2016
11203,25,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10000,49,Hispanic,Black,1,jay st - metrotech,99,2016
11208,24,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11208,19,Hispanic,Black,1,jay st - metrotech,99,2016
11434,18,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11207,23,Non-Hispanic,Black,0,jay st - metrotech,99,2016
11221,20,Non-Hispanic,Black,0,jay st - metrotech,99,2016
11208,24,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11205,22,Non-Hispanic,White,0,jay st - metrotech,99,2016
10000,18,Hispanic,White,1,jay st - metrotech,99,2016
11207,17,Hispanic,White,1,jay st - metrotech,99,2016
11205,22,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11201,29,Non-Hispanic,Black,0,jay st - metrotech,99,2016
,40,Non-Hispanic,Black,0,jay st - metrotech,99,2016
10457,45,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11432,30,Hispanic,White,1,jay st - metrotech,99,2016
11224,20,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11233,40,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11435,40,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11234,32,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11222,26,Non-Hispanic,White,1,jay st - metrotech,99,2016
19122,39,Hispanic,White,1,jay st - metrotech,99,2016
11218,17,Non-Hispanic,Asian/Pacific Islander,1,jay st - metrotech,99,2016
11798,17,Hispanic,White,1,jay st - metrotech,99,2016
10128,19,Hispanic,Black,1,jay st - metrotech,99,2016
11212,20,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11355,24,Hispanic,White,1,jay st - metrotech,99,2016
11201,28,Non-Hispanic,Black,0,jay st - metrotech,99,2016
11214,22,Hispanic,White,1,jay st - metrotech,99,2016
11203,0,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11101,57,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11205,20,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10036,19,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11231,48,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10460,55,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11233,41,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11215,22,Hispanic,Black,1,jay st - metrotech,99,2016
11205,34,Hispanic,White,1,jay st - metrotech,99,2016
11233,18,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10019,18,Hispanic,Black,1,jay st - metrotech,99,2016
10001,52,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11230,23,Hispanic,Black,1,jay st - metrotech,99,2016
11205,53,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10035,55,Hispanic,White,1,jay st - metrotech,99,2016
11436,50,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10300,22,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11213,23,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11216,26,Non-Hispanic,Asian/Pacific Islander,1,jay st - metrotech,99,2016
11221,38,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11218,38,Non-Hispanic,White,1,jay st - metrotech,99,2016
,65,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11206,23,Non-Hispanic,Black,1,broadway and lorimer st j m station,112,2016
11233,36,Non-Hispanic,Black,0,kosciuszko st j subway,108,2016
11233,29,Hispanic,White,1,alabama av j subway,25,2016
11221,48,Non-Hispanic,Black,1,fulton st and ralph ave,139,2016
11226,26,Non-Hispanic,Black,1,church av b subway q subway,59,2016
11236,22,Non-Hispanic,Black,1,nostrand ave and fulton st a c station,131,2016
11203,34,Hispanic,White,1,new lots ave l line,125,2016
11206,25,Hispanic,White,1,norwood ave j z line,129,2016
11208,24,Non-Hispanic,Black,1,kingston - throop avs,106,2016
11213,20,Non-Hispanic,White,1,utica ave and fulton st,150,2016
11224,27,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11212,24,Non-Hispanic,Black,1,saratoga ave 3 line,142,2016
11225,22,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11221,48,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11212,27,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11212,36,Non-Hispanic,White,1,hoyt st 2 3,97,2016
11207,32,Non-Hispanic,White,0,hoyt-schermerhorn a c g line,98,2016
11215,31,Non-Hispanic,Black,0,hoyt-schermerhorn a c g line,98,2016
11233,37,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11200,38,Hispanic,White,0,hoyt-schermerhorn a c g line,98,2016
11203,19,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
10467,21,Hispanic,White,1,hoyt-schermerhorn a c g line,98,2016
10009,27,Hispanic,White,1,hoyt-schermerhorn a c g line,98,2016
11216,19,Non-Hispanic,Black,0,hoyt-schermerhorn a c g line,98,2016
10301,28,Non-Hispanic,Black,1,jay st - metrotech,99,2016
11221,52,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11222,36,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11221,23,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11238,20,0,0,0,hoyt-schermerhorn a c g line,98,2016
11233,52,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
,33,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11236,23,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11208,22,Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
10304,20,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11212,26,Hispanic,White,1,hoyt st 2 3,97,2016
11212,17,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11212,26,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11205,46,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
10457,29,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11203,27,Non-Hispanic,Black,0,hoyt-schermerhorn a c g line,98,2016
11203,38,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
10027,51,Non-Hispanic,White,0,hoyt-schermerhorn a c g line,98,2016
10400,20,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11377,33,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11212,20,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11221,22,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11225,25,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
10453,18,Hispanic,Black,1,hoyt st 2 3,97,2016
10400,21,Hispanic,White,1,hoyt st 2 3,97,2016
11212,59,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11212,23,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11208,17,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11208,24,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
10454,52,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
7304,28,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11208,24,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11212,26,Hispanic,White,1,hoyt st 2 3,97,2016
10473,20,Non-Hispanic,Black,0,hoyt st 2 3,97,2016
11207,53,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11226,17,Hispanic,Black,0,hoyt st 2 3,97,2016
11300,43,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
10009,21,Hispanic,White,1,hoyt st 2 3,97,2016
10302,18,Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11233,23,Non-Hispanic,Black,1,hoyt st 2 3,97,2016
11216,29,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11207,25,Non-Hispanic,Black,0,hoyt-schermerhorn a c g line,98,2016
11355,31,Non-Hispanic,White,1,hoyt-schermerhorn a c g line,98,2016
11213,19,Non-Hispanic,Black,0,hoyt-schermerhorn a c g line,98,2016
11216,25,Non-Hispanic,White,1,hoyt-schermerhorn a c g line,98,2016
10035,35,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11433,23,Non-Hispanic,Black,1,hoyt-schermerhorn a c g line,98,2016
11364,50,Non-Hispanic,White,1,hoyt-schermerhorn a c g line,98,2016
11213,52,Non-Hispanic,Black,1,high street - brooklyn bridge station,96,2016
11201,16,Hispanic,White,0,high street - brooklyn bridge station,96,2016
11236,41,Non-Hispanic,Black,1,high street - brooklyn bridge station,96,2016
11201,36,Non-Hispanic,Black,1,high street - brooklyn bridge station,96,2016
11210,18,Non-Hispanic,Black,1,high street - brooklyn bridge station,96,2016
11253,20,Hispanic,Black,1,morgan ave l station,116,2016
11216,28,Non-Hispanic,Black,1,halsey street j subway,93,2016
11208,20,Non-Hispanic,Black,1,halsey street j subway,93,2016
11233,38,Hispanic,White,1,halsey street j subway,93,2016
11212,20,0,0,0,halsey street j subway,93,2016
11020,19,Hispanic,White,1,halsey street j subway,93,2016
11201,24,0,Black,1,hewes st j subway m subway,95,2016
11233,37,Hispanic,White,1,halsey street j subway,93,2016
